0.000 90.000 3.121
10.000 90.435 3.041
20.000 91.728 3.015
30.000 93.841 3.022
40.000 96.718 2.981
50.000 100.289 2.920
60.000 104.478 2.890
70.000 109.207 2.835
80.000 114.404 2.803
90.000 120.000 3.020
100.000 125.932 2.996
110.000 132.145 2.738
120.000 138.590 2.616
130.000 145.225 2.684
140.000 152.009 2.603
150.000 158.909 2.580
160.000 165.894 2.583
170.000 172.933 2.617
180.000 180.000 2.665
