0.000 90.000 0.679
10.000 90.435 0.676
20.000 91.728 0.653
30.000 93.841 0.621
40.000 96.718 0.574
50.000 100.289 0.522
60.000 104.478 0.455
70.000 109.207 0.384
80.000 114.404 0.311
90.000 120.000 0.225
100.000 125.932 0.163
110.000 132.145 0.095
120.000 138.590 0.037
130.000 145.225 0.058
140.000 152.009 0.105
150.000 158.909 0.145
160.000 165.894 0.173
170.000 172.933 0.195
180.000 180.000 0.193
