0.000 90.000 0.669
10.000 90.435 0.663
20.000 91.728 0.641
30.000 93.841 0.592
40.000 96.718 0.532
50.000 100.289 0.461
60.000 104.478 0.401
70.000 109.207 0.314
80.000 114.404 0.226
90.000 120.000 0.126
100.000 125.932 0.050
110.000 132.145 0.055
120.000 138.590 0.124
130.000 145.225 0.202
140.000 152.009 0.288
150.000 158.909 0.311
160.000 165.894 0.347
170.000 172.933 0.372
180.000 180.000 0.381
